"1","N"
"2","N"
"3","N"
"4","N"
"5","N"
"6","Y"
"7","N"
"8","Y"
"9","N"
"10","N"
"11","Y"
"12","N"
"13","N"
"14","N"
"15","N"
"16","N"
"17","Y"
"18","Y"
"19","N"
"20","Y"
"21","N"
"22","N"
"23","N"
"24","N"
"25","N"
"26","N"
"27","Y"
"28","N"
"29","Y"
"30","Y"
"31","N"
"32","Y"
"33","Y"
"34","Y"
"35","N"
"36","N"
"37","Y"
"38","N"
"39","N"
"40","N"
"41","N"
"42","N"
"43","Y"
"44","Y"
"45","N"
"46","Y"
"47","Y"
"48","Y"
"49","Y"
"50","N"
"51","N"
"52","N"
"53","N"
"54","N"
"55","Y"
"56","Y"
"57","N"
"58","N"
"59","N"
"60","N"
"61","N"
"62","N"
"63","N"
"64","Y"
"65","Y"
"66","Y"
"67","N"
"68","N"
"69","N"
"70","N"
"71","N"
"72","N"
"73","N"
"74","N"
"75","N"
"76","N"
"77","Y"
"78","Y"
"79","Y"
"80","N"
"81","N"
"82","N"
"83","Y"
"84","N"
"85","N"
"86","N"
"87","N"
"88","Y"
"89","N"
"90","N"
"91","N"
"92","N"
"93","N"
"94","N"
"95","N"
"96","Y"
"97","Y"
"98","N"
"99","N"
"100","N"
"101","N"
"102","Y"
"103","N"
"104","N"
"105","N"
"106","N"
"107","N"
"108","Y"
"109","N"
"110","Y"
"111","N"
"112","N"
"113","N"
"114","N"
"115","N"
"116","N"
"117","Y"
"118","N"
"119","N"
"120","Y"
"121","N"
"122","Y"
"123","N"
"124","N"
"125","N"
"126","N"
"127","Y"
"128","N"
"129","Y"
"130","N"
"131","N"
"132","N"
"133","N"
"134","N"
"135","N"
"136","N"
"137","Y"
"138","N"
"139","N"
"140","N"
"141","Y"
"142","N"
"143","N"
"144","N"
"145","N"
"146","N"
"147","N"
"148","N"
"149","N"
"150","N"
"151","N"
"152","N"
"153","N"
"154","N"
"155","Y"
"156","N"
"157","N"
"158","N"
"159","Y"
"160","Y"
"161","N"
"162","N"
"163","N"
"164","N"
"165","Y"
"166","N"
"167","Y"
"168","N"
"169","Y"
"170","N"
"171","Y"
"172","Y"
"173","Y"
"174","N"
"175","N"
"176","N"
"177","Y"
"178","N"
"179","N"
"180","N"
"181","Y"
"182","Y"
"183","N"
"184","Y"
"185","Y"
"186","Y"
"187","Y"
"188","N"
"189","N"
"190","N"
"191","N"
"192","N"
"193","N"
"194","Y"
"195","N"
"196","N"
"197","Y"
"198","N"
"199","Y"
"200","N"
"201","N"
"202","Y"
"203","N"
"204","N"
"205","N"
"206","Y"
"207","N"
"208","N"
"209","N"
"210","N"
"211","N"
"212","N"
"213","N"
"214","N"
"215","Y"
"216","N"
"217","N"
"218","N"
"219","N"
"220","N"
"221","N"
"222","N"
"223","N"
"224","Y"
"225","N"
"226","N"
"227","N"
"228","N"
"229","N"
"230","Y"
"231","N"
"232","N"
"233","N"
"234","N"
"235","N"
"236","Y"
"237","N"
"238","N"
"239","N"
"240","N"
"241","Y"
"242","Y"
"243","N"
"244","N"
"245","N"
"246","N"
"247","N"
"248","N"
"249","N"
"250","N"
"251","Y"
"252","N"
"253","Y"
"254","N"
"255","N"
"256","N"
"257","Y"
"258","N"
"259","N"
"260","N"
"261","Y"
"262","Y"
"263","N"
"264","N"
"265","Y"
"266","N"
"267","N"
"268","N"
"269","N"
"270","N"
"271","Y"
"272","N"
"273","N"
"274","N"
"275","Y"
"276","Y"
"277","N"
"278","Y"
"279","N"
"280","N"
"281","Y"
"282","N"
"283","N"
"284","N"
"285","Y"
"286","N"
"287","N"
"288","N"
"289","N"
"290","N"
"291","N"
"292","Y"
"293","N"
"294","N"
"295","N"
"296","Y"
"297","N"
"298","Y"
"299","Y"
"300","N"
"301","Y"
"302","Y"
"303","N"
"304","Y"
"305","Y"
"306","Y"
"307","Y"
"308","Y"
"309","N"
"310","N"
"311","N"
"312","Y"
"313","N"
"314","N"
"315","N"
"316","N"
"317","N"
"318","N"
"319","N"
"320","N"
"321","N"
"322","N"
"323","N"
"324","N"
"325","Y"
"326","N"
"327","Y"
"328","N"
"329","N"
"330","Y"
"331","Y"
"332","N"
"333","N"
"334","N"
"335","Y"
"336","Y"
"337","N"
"338","N"
"339","N"
"340","N"
"341","Y"
"342","N"
"343","N"
"344","N"
"345","N"
"346","N"
"347","N"
"348","Y"
"349","Y"
"350","N"
"351","N"
"352","Y"
"353","N"
"354","N"
"355","Y"
"356","N"
"357","N"
"358","N"
"359","Y"
"360","Y"
"361","N"
"362","N"
"363","N"
"364","N"
"365","Y"
"366","N"
"367","Y"
"368","Y"
"369","Y"
"370","N"
"371","N"
"372","N"
"373","N"
"374","N"
"375","Y"
"376","Y"
"377","N"
"378","N"
"379","N"
"380","N"
"381","N"
"382","Y"
"383","N"
"384","N"
"385","Y"
"386","N"
"387","Y"
"388","N"
"389","Y"
"390","N"
"391","N"
"392","N"
"393","N"
"394","N"
"395","N"
"396","N"
"397","N"
"398","N"
"399","N"
"400","N"
"401","N"
"402","N"
"403","N"
"404","N"
"405","N"
"406","N"
"407","N"
"408","Y"
"409","N"
"410","Y"
"411","Y"
"412","Y"
"413","N"
"414","Y"
"415","N"
"416","Y"
"417","N"
"418","N"
"419","N"
"420","N"
"421","Y"
"422","N"
"423","N"
"424","N"
"425","N"
"426","Y"
"427","N"
"428","N"
"429","Y"
"430","N"
"431","N"
"432","Y"
"433","N"
"434","N"
"435","N"
"436","Y"
"437","N"
"438","N"
"439","Y"
"440","N"
"441","N"
"442","N"
"443","N"
"444","N"
"445","Y"
"446","Y"
"447","N"
"448","N"
"449","N"
"450","N"
"451","N"
"452","Y"
"453","N"
"454","N"
"455","Y"
"456","N"
"457","Y"
"458","Y"
"459","N"
"460","Y"
"461","N"
"462","N"
"463","N"
"464","N"
"465","Y"
"466","N"
"467","Y"
"468","N"
"469","Y"
"470","Y"
"471","Y"
"472","N"
"473","N"
"474","N"
"475","N"
"476","Y"
"477","N"
"478","N"
"479","N"
"480","Y"
"481","N"
"482","Y"
"483","N"
"484","Y"
"485","N"
"486","Y"
"487","N"
"488","N"
"489","N"
"490","N"
"491","Y"
"492","N"
"493","N"
"494","Y"
"495","N"
"496","Y"
"497","N"
"498","Y"
"499","N"
"500","N"
"501","N"
"502","N"
"503","Y"
"504","N"
"505","Y"
"506","N"
"507","N"
"508","Y"
"509","N"
"510","N"
"511","N"
"512","Y"
"513","N"
"514","N"
"515","N"
"516","N"
"517","N"
"518","Y"
"519","N"
"520","N"
"521","N"
"522","N"
"523","Y"
"524","N"
"525","Y"
"526","N"
"527","N"
"528","Y"
"529","N"
"530","N"
"531","Y"
"532","Y"
"533","N"
"534","Y"
"535","N"
"536","N"
"537","N"
"538","N"
"539","Y"
"540","N"
"541","N"
"542","N"
"543","N"
"544","N"
"545","N"
"546","Y"
"547","N"
"548","Y"
"549","N"
"550","N"
"551","N"
"552","N"
"553","Y"
"554","N"
"555","N"
"556","Y"
"557","N"
"558","Y"
"559","N"
"560","N"
"561","Y"
"562","N"
"563","N"
"564","Y"
"565","Y"
"566","N"
"567","N"
"568","N"
"569","Y"
"570","N"
"571","Y"
"572","N"
"573","N"
"574","Y"
"575","N"
"576","N"
"577","N"
"578","N"
"579","Y"
"580","N"
"581","N"
"582","N"
"583","N"
"584","N"
"585","Y"
"586","Y"
"587","N"
"588","Y"
"589","N"
"590","Y"
"591","N"
"592","N"
"593","N"
"594","Y"
"595","N"
"596","N"
"597","Y"
"598","N"
"599","Y"
"600","N"
"601","N"
"602","Y"
"603","Y"
"604","N"
"605","N"
"606","N"
"607","N"
"608","N"
"609","N"
"610","N"
"611","N"
"612","Y"
"613","Y"
"614","Y"
"615","N"
"616","N"
"617","N"
"618","N"
"619","Y"
"620","N"
"621","N"
"622","N"
"623","N"
"624","N"
"625","N"
"626","Y"
"627","N"
"628","N"
"629","N"
"630","Y"
"631","Y"
"632","N"
"633","N"
"634","Y"
"635","N"
"636","N"
"637","N"
"638","N"
"639","N"
"640","Y"
"641","N"
"642","N"
"643","Y"
"644","Y"
"645","Y"
"646","N"
"647","N"
"648","N"
"649","Y"
"650","N"
"651","Y"
"652","N"
"653","N"
"654","Y"
"655","N"
"656","N"
"657","Y"
"658","N"
"659","N"
"660","N"
"661","N"
"662","N"
"663","N"
"664","N"
"665","N"
"666","N"
"667","N"
"668","Y"
"669","N"
"670","Y"
"671","N"
"672","N"
"673","Y"
"674","N"
"675","Y"
"676","N"
"677","N"
"678","N"
"679","N"
"680","N"
"681","Y"
"682","N"
"683","N"
"684","N"
"685","Y"
"686","N"
"687","N"
"688","N"
"689","N"
"690","Y"
"691","N"
"692","Y"
"693","Y"
"694","N"
"695","Y"
"696","N"
"697","N"
"698","Y"
"699","N"
"700","N"
"701","Y"
"702","N"
"703","N"
"704","N"
"705","N"
"706","N"
"707","N"
"708","N"
"709","N"
"710","Y"
"711","N"
"712","Y"
"713","N"
"714","N"
"715","N"
"716","N"
"717","N"
"718","N"
"719","Y"
"720","N"
"721","N"
"722","N"
"723","N"
"724","N"
"725","N"
"726","N"
"727","N"
"728","Y"
"729","N"
"730","N"
"731","N"
"732","N"
"733","Y"
"734","N"
"735","N"
"736","N"
"737","N"
"738","N"
"739","Y"
"740","Y"
"741","Y"
"742","N"
"743","N"
"744","N"
"745","N"
"746","Y"
"747","N"
"748","N"
"749","N"
"750","N"
"751","Y"
"752","N"
"753","N"
"754","N"
"755","N"
"756","Y"
"757","N"
"758","N"
"759","N"
"760","N"
"761","Y"
"762","N"
"763","N"
"764","N"
"765","N"
"766","N"
"767","Y"
"768","N"
"769","Y"
"770","N"
"771","N"
"772","N"
"773","N"
"774","Y"
"775","N"
"776","N"
"777","Y"
"778","N"
"779","Y"
"780","N"
"781","N"
"782","Y"
"783","N"
"784","Y"
"785","N"
"786","N"
"787","N"
"788","N"
"789","Y"
"790","N"
"791","Y"
"792","N"
"793","Y"
"794","Y"
"795","N"
"796","N"
"797","N"
"798","N"
"799","N"
"800","N"
"801","N"
"802","N"
"803","N"
"804","Y"
"805","N"
"806","N"
"807","N"
"808","N"
"809","N"
"810","N"
"811","N"
"812","N"
"813","N"
"814","N"
"815","N"
"816","Y"
"817","N"
"818","N"
"819","N"
"820","N"
"821","N"
"822","N"
"823","N"
"824","N"
"825","Y"
"826","Y"
"827","Y"
"828","Y"
"829","Y"
"830","Y"
"831","N"
"832","Y"
"833","Y"
"834","N"
"835","N"
"836","N"
"837","N"
"838","Y"
"839","N"
"840","Y"
"841","N"
"842","N"
"843","N"
"844","N"
"845","N"
"846","N"
"847","Y"
"848","N"
"849","N"
"850","Y"
"851","Y"
"852","Y"
"853","N"
"854","Y"
"855","N"
"856","N"
"857","N"
"858","N"
"859","N"
"860","Y"
"861","N"
"862","N"
"863","N"
"864","Y"
"865","N"
"866","N"
"867","N"
"868","N"
"869","Y"
"870","Y"
"871","N"
"872","N"
"873","N"
"874","N"
"875","N"
"876","N"
"877","N"
"878","N"
"879","Y"
"880","N"
"881","N"
"882","N"
"883","N"
"884","N"
"885","N"
"886","N"
"887","N"
"888","Y"
"889","Y"
"890","N"
"891","N"
